AuthorId,AuthorName,Gender,Age,Followers,Following,FollowerUsers,FollowingUsers,password
67,Bev I Am,Male,42,510,178,"""18,20,54,55,70,110,154,193,233,250,264,269,289,327,329,338,361,368,375,403,431,474,488,492,507,521,540,569,587,618,621,670,692,710,715,749,789,796,863,873,886,898,912,924,945,957,994,1011,1017,1018,1023,1033,1045,1133,1152,1157,1167,1174,1176,1187,1196,1204,1253,1257,1268,1285,1295,1305,1317,1319,1330,1361,1364,1402,1416,1429,1453,1516,1518,1538,1553,1588,1599,1606,1635,1655,1656,1660,1663,1668,1671,1689,1695,1704,1745,1756,1757,1759,1771,1788,1790,1803,1858,1863,1902,1913,1946,1961,1978,1980,1986,2009,2017,2032,2033,2047,2060,2073,2095,2099,2103,2107,2109,2140,2217,2225,2252,2298,2299,2303,2304,2305,2342,2360,2408,2415,2424,2440,2448,2461,2489,2496,2517,2525,2556,2571,2572,2597,2624,2634,2664,2680,2715,2739,2742,2747,2759,2812,2836,2844,2915,2931,2955,2972,2986,2995,3012,3016,3045,3056,3057,3058,3067,3068,3076,3090,3111,3120,3155,3156,3172,3205,3219,3261,3273,3299,3317,3323,3331,3365,3392,3427,3459,3470,3495,3553,3560,3563,3608,3614,3624,3642,3647,3677,3695,3697,3700,3719,3739,3750,3755,3795,3799,3825,3839,3862,3871,3887,3893,3933,3945,3946,3953,3956,3958,3964,3999,4027,4033,4153,4163,4175,4176,4230,4260,4325,4336,4347,4379,4392,4410,4413,4422,4429,4434,4457,4458,4461,4473,4474,4497,4509,4574,4613,4627,4629,4643,4647,4656,4686,4702,4735,4771,4786,4794,4809,4833,4871,4916,4922,4928,4961,5016,5028,5052,5064,5104,5134,5141,5151,5161,5166,5167,5216,5224,5236,5241,5253,5260,5266,5271,5273,5278,5320,5388,5391,5402,5405,5422,5433,5439,5446,5479,5491,5525,5529,5572,5613,5657,5675,5682,5683,5714,5728,5731,5732,5752,5776,5947,5954,5996,6028,6047,6070,6117,6120,6186,6205,6242,6248,6256,6285,6299,6337,6358,6470,6489,6500,6538,6539,6573,6579,6586,6600,6624,6654,6707,6725,6794,6845,6851,6883,6920,6937,6938,6950,6951,6963,6970,7033,7049,7054,7061,7072,7084,7087,7088,7092,7098,7100,7110,7111,7166,7203,7209,7228,7230,7235,7239,7242,7249,7277,7285,7314,7341,7344,7362,7364,7375,7414,7454,7460,7465,7471,7525,7527,7534,7544,7583,7586,7589,7605,7611,7620,7641,7649,7664,7694,7710,7716,7724,7736,7751,7763,7794,7814,7877,7897,7909,7910,7921,7936,7957,7974,8021,8029,8071,8128,8134,8228,8237,8257,8264,8301,8306,8341,8346,8354,8368,8404,8405,8418,8442,8467,8476,8500,8513,8556,8564,8568,8575,8586,8589,8594,8628,8636,8669,8690,8707,8725,8730,8735,8757,8776,8795,8823,8835,8837,8860,8875,8876,8889,8934,8952,8968,8983,8992,9004,9043,9089,9143,9173,9185,9188,9189,9211,9229,9272,9284,9288,9341,9411,9412,9459,9473,9557,9570,9586,9593,9604,9628,9652,9707,9725,9762,9765,9794,9803,9809,9839""","""27,58,94,115,150,155,163,207,219,230,268,384,406,558,593,621,627,702,703,755,782,982,997,1080,1149,1193,1277,1371,1447,1661,1737,1766,1779,1802,1812,1947,1964,1975,2035,2169,2176,2215,2244,2254,2271,2373,2422,2439,2478,2525,2634,2698,2736,2805,2851,2881,2912,2919,3146,3174,3208,3277,3346,3424,3443,3458,3466,3594,3662,3667,3730,3731,3734,3803,3832,3901,3909,3946,4007,4113,4136,4160,4223,4484,4668,4756,4942,4943,5053,5192,5210,5228,5288,5456,5474,5518,5550,5564,5585,5716,5789,5802,5859,5972,6051,6090,6110,6325,6357,6416,6476,6510,6517,6595,6620,6722,6844,6862,6866,7094,7126,7135,7209,7318,7463,7496,7571,7575,7673,7759,7794,7824,7852,7878,7880,7883,7893,7904,8086,8098,8119,8179,8262,8272,8409,8448,8502,8517,8535,8563,8643,8663,8790,8838,8842,8849,8874,8896,8905,8923,9040,9044,9073,9155,9241,9250,9329,9388,9394,9406,9480,9542,9595,9640,9722,9726,9762,9835""",Abc12345@
68,Ashley U,Male,30,17,11,"""858,1241,2745,3600,3954,4136,4533,4705,5095,5110,5295,5398,6965,7075,7234,8692,9742""","""150,441,622,1305,2661,3304,3765,4457,4875,5877,9361""",Abc12345@
69,Kathleen W,Female,18,1,3,"""436""","""434,1884,1957""",Abc12345@
70,Laceys mom,Female,51,3,6,"""216,298,1101""","""67,897,984,1211,2347,4457""",Abc12345@
71,Sandra Silver,Male,30,22,10,"""587,599,636,1241,1414,1500,2182,2278,2427,3520,5169,5210,5371,5457,6030,6390,6401,6682,6899,8175,8663,9774""","""48,152,773,1020,1241,1862,5450,6414,6491,7258""",Abc12345@
72,Carol Bullock,Female,56,39,28,"""98,141,241,294,359,361,369,388,613,689,771,810,1363,1366,2044,2225,2851,2894,3028,3204,4714,4857,4950,5199,5317,6121,6954,7336,7711,7979,8264,8281,8847,8854,8989,9281,9701,9800,9814""","""4,321,338,928,1130,1243,3151,3830,3853,4105,4419,4641,4745,4797,5817,5976,6037,6348,7158,7312,7510,7582,7876,7899,7904,8079,9073,9463""",Abc12345@
73,VKuuipo Bridges,Female,35,5,7,"""216,992,1862,3582,9248""","""23,148,189,613,1004,1734,3023""",Abc12345@
74,Beth Gambrell,Female,51,3,7,"""1542,2356,7556""","""256,1287,1319,2347,2491,3654,8796""",Abc12345@
75,Jazze22,Male,42,32,25,"""815,921,1047,1157,1802,1995,2233,2331,2378,2419,3758,3815,4067,4076,4121,4275,4958,5126,5644,6114,6196,6301,7451,7787,7929,8376,8678,8744,8755,8857,9006,9516""","""216,613,675,740,935,948,1311,1783,1910,2169,2296,2745,3102,3122,3341,4278,5756,6798,7458,7783,7914,8066,8280,8718,8954""",Abc12345@
76,Richard-NYC,Male,37,42,14,"""63,178,592,696,758,848,1035,1148,1160,1177,1423,1537,1903,2342,2577,2641,2741,2753,3143,3186,3316,3520,3813,3861,5071,5431,5592,5932,6965,7156,7449,7545,7587,7792,7885,7899,7941,8300,8928,9116,9154,9712""","""298,1134,1491,1796,1886,1957,1991,2071,3602,4449,5947,6424,8812,9184""",Abc12345@
77,Jennifer Iadevaia,Female,46,3,3,"""456,640,760""","""155,776,1574""",Abc12345@
78,saxonct,Male,25,0,5,,"""189,327,441,1004,1241""",Abc12345@
79,mabers,Male,22,7,9,"""747,2060,2916,4150,4362,4678,8485""","""186,347,363,780,1241,1461,2352,3762,4649""",Abc12345@
80,carolinafan,Female,50,4,26,"""271,434,1241,1957""","""497,881,951,1241,1541,2045,2835,3414,3890,3894,4161,4364,4417,4753,5860,7024,7853,8328,8839,9175,9244,9281,9318,9321,9603,9809""",Abc12345@
81,Sudie,Female,29,5,4,"""19,3977,4365,5419,7505""","""613,622,1895,3205""",Abc12345@
82,BigHeart,Female,34,3,4,"""251,2135,2656""","""7,780,2182,7076""",Abc12345@
83,Evie3234,Male,52,73,39,"""31,108,136,226,256,434,514,568,782,793,904,954,1085,1565,1683,1849,2084,2239,2288,2495,2976,3084,3115,3151,3280,3334,3341,3452,3495,3982,4046,4076,4126,4224,4271,4386,4818,4881,5108,5277,5596,5621,5701,5724,5793,5916,6041,6335,6736,6816,7159,7195,7216,7768,7833,7979,8420,8447,8532,8712,8804,8805,8891,9187,9215,9351,9396,9527,9541,9600,9684,9778,9834""","""198,694,847,1301,1475,1507,1651,1673,2209,2313,2460,2598,2690,2918,3099,3419,3680,3709,3959,4065,4091,4100,4146,4252,4704,4852,4880,4971,5155,5380,5578,6092,6255,6288,7054,7176,7876,8029,9834""",Abc12345@
84,liz timm,Male,30,5,6,"""138,2445,2549,6088,9091""","""99,150,275,1634,3171,4785""",Abc12345@
85,spatchcock,Male,35,122,66,"""14,19,94,182,217,220,490,511,515,528,682,692,722,1105,1128,1171,1392,1504,1507,1534,1666,2105,2108,2136,2236,2354,2371,2395,2410,2479,2494,2495,2577,2583,2597,2673,2747,2789,2835,2841,2850,2889,2920,2962,3036,3136,3385,3431,3471,3479,3521,3621,3669,3749,3757,3851,3966,4035,4074,4079,4080,4094,4180,4371,4381,4432,4455,4566,4668,4819,4971,4977,5213,5264,5280,5534,5781,5789,5901,6003,6027,6110,6178,6218,6382,6598,6894,6919,6977,7130,7136,7144,7161,7302,7328,7528,7624,7719,7799,7997,8014,8235,8484,8677,8738,8743,8921,9007,9130,9160,9252,9263,9312,9357,9519,9547,9570,9579,9633,9727,9742,9801""","""172,256,319,322,389,431,480,521,628,667,836,997,1273,1423,1451,1765,1924,2032,2157,2471,2741,2785,2911,3302,3409,3533,3534,3689,3859,4106,4364,4479,4551,4584,4587,5053,5077,5104,5159,5302,5312,5562,5623,5670,6154,6531,6595,6641,6708,6789,6838,6971,7127,7598,7868,8073,8159,8217,8521,8568,8698,8816,9165,9474,9670,9713""",Abc12345@
86,southern chef in lo,Female,45,2,43,"""3,4466""","""189,235,404,431,469,488,589,825,843,900,967,1130,1818,2073,2155,2391,2932,3175,3602,3873,4023,4313,4589,4895,4921,5407,5492,5653,5718,5779,6474,6554,6634,7113,7407,7470,7697,7825,7996,8095,8297,9206,9429""",Abc12345@
87,Niki S,Male,48,4,3,"""436,613,1303,6482""","""640,745,820""",Abc12345@
88,Gina Lukhart,Female,29,1,2,"""1241""","""446,1930""",Abc12345@
89,Joseph Bahr,Female,33,0,2,,"""331,446""",Abc12345@
90,Diana Adcock,Female,55,1,167,"""2347""","""42,113,183,256,298,321,337,480,547,556,587,604,608,948,1041,1088,1113,1167,1193,1202,1257,1301,1333,1501,1504,1660,1680,1682,1749,1842,1892,1977,2090,2105,2115,2170,2213,2274,2344,2386,2417,2475,2562,2686,2751,2951,2981,3001,3154,3155,3175,3199,3260,3401,3433,3499,3538,3587,3707,3726,3859,3862,3902,3986,4029,4175,4201,4219,4229,4267,4268,4346,4524,4696,4701,4728,4732,4889,4935,4938,4968,4971,5116,5118,5160,5232,5259,5270,5309,5326,5471,5511,5619,5624,5639,5662,5724,5876,5890,5957,6050,6151,6172,6178,6185,6266,6279,6378,6452,6462,6473,6481,6551,6635,6700,6778,6781,6863,6873,7064,7065,7107,7123,7154,7292,7314,7395,7423,7532,7562,7565,7634,7668,7702,7810,7957,7973,7996,8023,8105,8162,8263,8400,8408,8533,8654,8662,8697,8770,8831,9014,9018,9022,9090,9154,9158,9309,9329,9375,9385,9427,9567,9584,9599,9638,9720,9839""",Abc12345@
91,mielhollinger,Male,39,12,8,"""867,2528,2768,2798,4448,5341,7305,7602,7957,8260,8387,8525""","""2,110,436,1415,2121,2325,4251,4818""",Abc12345@
92,Laura Bruce,Male,52,12,7,"""4,323,640,898,984,1197,3147,3261,4122,7056,8191,9244""","""745,1513,1786,2318,4156,8000,8993""",Abc12345@
93,Narda Sterling,Male,27,2,5,"""57,1147""","""256,1451,1569,4457,6240""",Abc12345@
94,mkorte33,Female,53,6,3,"""67,298,441,1420,2251,3714""","""85,293,1220""",Abc12345@
95,lilquiz,Male,48,2,2,"""216,761""","""275,6994""",Abc12345@
96,jean1490,Female,50,23,16,"""2,294,547,730,825,1238,1240,1258,1576,2162,2332,2609,2958,3023,3116,4657,6287,7540,7708,7910,8423,8687,9398""","""256,746,957,2337,2437,2778,3347,5382,5404,5777,6249,6525,7211,7794,8142,9650""",Abc12345@
97,Angela,Female,41,6,1,"""957,1104,1847,1989,2649,2978""","""3970""",Abc12345@
98,Sandi From CA,Female,27,35,34,"""197,360,408,742,784,1364,1406,1494,1702,1757,1923,2205,2864,2877,3123,3299,3727,4127,4203,4380,4407,4850,5114,5492,5536,5644,5991,6965,7193,7735,8869,9018,9097,9577,9832""","""41,72,163,340,496,501,915,1596,2293,2448,2567,2671,2836,3196,3703,4229,4346,4966,5228,5285,5575,5908,6146,6239,6625,6814,6966,7105,7523,7716,8729,8880,9104,9241""",Abc12345@
99,ThatJodiGirl,Male,40,55,31,"""84,353,591,998,1171,1438,1503,1919,1962,2132,2298,2470,2551,2601,2922,3379,3481,3527,3636,3640,3731,3858,3925,4060,4396,4533,4543,4876,4927,5177,5268,5649,5716,5795,5859,6350,6500,6685,6688,6786,6913,6921,7079,7201,7723,7756,8096,8171,8307,8732,9189,9200,9599,9635,9789""","""303,640,733,1012,1512,1516,1954,2554,2770,2972,3264,3385,4223,4506,4528,5187,5478,5538,5921,6093,6407,6520,6915,7390,7460,7821,8188,8790,9056,9455,9677""",Abc12345@
100,Jen T,Female,59,36,29,"""11,36,326,771,819,982,1399,1438,1635,1917,2554,2584,3527,3881,3913,4563,4604,4650,4918,5165,5418,6889,7273,7298,7855,8238,8475,8691,8786,9095,9369,9413,9467,9550,9645,9733""","""302,446,1024,1043,1241,1716,1862,2109,2292,2441,2522,2544,2977,3054,3458,3649,4050,4256,4867,5321,5773,6103,6273,6543,7414,7888,8370,8893,9477""",Abc12345@
101,Dr. Carla S.,Female,19,3,1,"""298,1241,2048""","""5317""",Abc12345@
102,SHARON,Male,19,4,6,"""35,694,889,984""","""431,784,1241,1386,3023,6479""",Abc12345@
103,otto4608,Male,24,3,2,"""1122,1410,8027""","""890,2649""",Abc12345@
104,Tara1183,Male,38,38,35,"""446,494,565,590,656,733,798,924,1131,1356,1642,1876,2167,2321,2509,2737,2977,3068,3151,3208,3327,3684,4087,4660,5213,5312,5749,6399,6424,6555,7605,7862,8029,8555,8660,8923,8929,9766""","""114,260,754,1066,1240,1436,1742,2252,2408,2415,2586,2929,3308,3905,4261,4581,4648,4738,4995,5102,5210,5228,5576,6337,6516,6719,7155,7856,8168,8214,8437,8594,8654,8797,9444""",Abc12345@
105,Kathleen Talbot,Male,53,5,3,"""811,3625,3630,5010,9828""","""1241,1590,4649""",Abc12345@
106,Tom Lambie,Male,56,28,21,"""134,175,181,525,626,742,931,955,2334,2505,2848,3307,3774,4477,4638,4707,5228,5507,5669,5823,6371,6461,7572,8227,8322,8564,9464,9631""","""189,352,1442,1663,1801,2346,4203,4530,5100,5355,5543,5554,5840,6307,6717,6740,7051,7501,7942,9125,9211""",Abc12345@
107,Bella N,Male,36,2,4,"""141,536""","""36,189,1241,4061""",Abc12345@
108,Christine,Male,25,77,32,"""250,288,426,456,505,557,569,872,1138,1146,1481,1484,1880,1949,2039,2149,2240,2301,2792,2803,3104,3152,3453,3456,3583,3679,3782,3791,3805,3854,3997,4313,4453,4516,4674,4770,4772,4794,4862,4990,4991,5255,5358,5437,5675,5731,5870,5881,6141,6279,6365,6448,6458,6500,6532,6556,6597,6936,6948,7014,7354,7379,7488,7565,7830,8016,8171,8591,8828,8985,9088,9118,9128,9308,9409,9616,9809""","""39,83,134,722,918,1839,2204,2208,2537,2741,3037,3735,3759,3969,3979,4800,5138,5425,6377,6493,6915,6956,7598,7600,7995,8404,8660,8902,9044,9364,9427,9682""",Abc12345@
109,Kim7459,Male,54,4,6,"""6006,6605,7791,9052""","""189,436,694,984,1738,3856""",Abc12345@
110,Anu_N,Male,24,29,23,"""91,230,571,696,707,783,791,1327,1671,1779,2106,2545,2970,3057,3078,4536,5435,6361,6683,6734,7003,7019,7401,7773,8178,8748,9240,9529,9653""","""67,271,332,668,820,1881,2220,2355,3321,4028,4755,4844,4875,5185,5371,6260,7198,7389,8130,8134,8882,8968,9581""",Abc12345@
111,Shelley aka Rachelle,Male,52,4,2,"""290,434,1241,2347""","""2,436""",Abc12345@
112,paula giles,Female,55,24,21,"""128,387,739,1325,1448,1636,1900,2515,2648,3123,3357,3515,4174,5419,5444,6069,6802,7537,8061,8126,8245,8742,9544,9785""","""141,148,454,1104,1210,1374,1750,1957,2060,2508,2544,2802,3104,3831,4016,4167,5185,6098,6580,6890,7455""",Abc12345@
113,Claire312,Female,43,15,17,"""90,898,1639,1859,4803,4883,5583,5686,5945,7079,8358,8688,8747,8812,9678""","""346,820,974,1978,2065,2100,2767,3650,5180,5586,6410,6598,7119,7829,7903,7974,9774""",Abc12345@
114,Musical Joy,Male,26,12,7,"""57,104,121,766,3211,4394,5678,6180,6886,7115,9206,9624""","""34,216,1544,4825,4947,8292,9026""",Abc12345@
115,Sue18425,Male,36,2,6,"""67,434""","""14,251,681,984,3023,5371""",Abc12345@
116,skat5762,Male,38,42,35,"""269,284,529,750,801,919,1036,1641,1682,1732,2107,2156,2355,2849,3078,3192,3284,3411,3661,4714,4786,4881,4970,5031,5774,5841,6334,6404,6721,7111,7132,7665,7760,8282,8457,8614,8913,9129,9188,9449,9489,9553""","""38,235,380,392,613,905,938,1009,1401,1480,1580,1902,2219,2746,2950,2966,3063,4096,4371,4745,4910,5112,5228,5864,6267,6410,7131,7623,7992,8325,8417,9185,9384,9519,9828""",Abc12345@
117,Tebo3759,Male,20,65,43,"""598,614,763,780,862,1241,1566,1846,1915,2020,2048,2163,2249,2586,2597,2706,2734,2755,2811,2890,3076,3328,3343,3358,3991,4055,4152,4177,4333,4344,4791,4931,5279,5338,5373,5382,5416,5516,6087,6091,6142,6435,6544,6624,6874,7075,7095,7125,7172,7568,7621,7682,7685,8126,8205,8870,8882,8918,9321,9327,9397,9414,9586,9798,9832""","""245,296,457,645,874,937,974,1003,1130,1166,1378,1894,1916,2019,2182,2430,2716,2775,2777,2836,3227,3311,3913,4182,4432,5184,5337,5489,5517,6187,6411,7555,7573,7574,7656,7724,8608,8770,8776,8894,8921,9318,9584""",Abc12345@
118,cindy lee,Female,46,1,3,"""189""","""36,223,314""",Abc12345@
119,Amber of AZ,Female,19,9,10,"""3316,5860,6283,6702,8315,8710,8873,9048,9795""","""48,434,603,926,2198,2208,2787,4855,7627,8040""",Abc12345@
120,Nick Koss,Female,55,0,0,,,Abc12345@
121,Alan Johns,Male,55,1,5,"""414""","""114,175,296,1011,3340""",Abc12345@
122,Tomorrow Never Knows,Female,19,1,5,"""5858""","""41,299,998,1371,1743""",Abc12345@
123,Katie E0,Male,48,1,6,"""36""","""36,48,250,536,992,1241""",Abc12345@
124,luvmybge,Female,57,28,11,"""559,789,1690,2093,2444,2569,2748,2775,3079,3484,3904,3905,4299,4702,5144,5413,5606,6113,6193,6419,7460,7609,7640,7678,7798,7894,9545,9777""","""172,922,1063,1334,1853,2773,3714,7014,7872,8574,9512""",Abc12345@
125,Carl Evans,Female,46,1,1,"""256""","""47""",Abc12345@
126,mozarth622,Female,19,1,3,"""1313""","""422,1615,2932""",Abc12345@
127,Ann Stone,Female,44,2,11,"""298,4989""","""36,48,150,523,623,1241,2773,3769,3949,3970,6000""",Abc12345@
128,Lynie,Female,36,3,9,"""4,8730,9454""","""31,112,148,613,890,1241,2097,2169,2661""",Abc12345@
129,Terri Newell,Female,43,9,3,"""453,1451,3312,4420,5430,6789,8482,8970,9359""","""186,1290,8692""",Abc12345@
130,Chuck in Killbuck,Male,39,14,17,"""36,482,621,1040,1290,2406,3868,5738,6196,6557,6595,6865,7829,8847""","""702,1075,1396,1421,1761,1917,2028,2876,3553,4136,4148,4665,4718,7171,7370,9044,9614""",Abc12345@
131,MsKittyKat,Female,24,5,1,"""175,360,1510,5744,9135""","""4976""",Abc12345@
132,jessi-ryan,Female,30,2,2,"""2009,7242""","""434,5840""",Abc12345@
133,mikeyp,Male,21,4,2,"""482,1130,1241,2850""","""760,4786""",Abc12345@
134,barbara jewell,Female,45,2,5,"""108,8351""","""41,106,526,1694,2097""",Abc12345@
135,msintrepid,Male,20,4,9,"""1477,1521,5043,5522""","""223,593,603,655,760,1241,1386,1686,2238""",Abc12345@
136,Nikki,Female,38,1,5,"""1725""","""83,223,701,1069,2804""",Abc12345@
137,Julie F,Male,44,5,3,"""41,1964,2318,4457,6812""","""145,434,3714""",Abc12345@
138,Clifford Boren,Male,58,6,3,"""2820,4408,5482,7516,7640,8038""","""84,322,5437""",Abc12345@
139,David Stobbe,Male,42,1,7,"""3970""","""256,441,820,1159,1241,1390,1905""",Abc12345@
140,JimB427,Male,19,5,3,"""1078,2844,4457,5371,7341""","""820,1443,8108""",Abc12345@
141,Steve P.,Female,36,124,45,"""112,332,451,472,523,628,672,763,841,901,927,936,1074,1126,1291,1365,1432,1482,1569,1682,1772,1898,1994,2002,2013,2041,2055,2092,2211,2212,2272,2310,2445,2459,2590,2753,2770,2786,2865,2901,2929,2969,3051,3209,3309,3466,3524,3586,3637,3720,3833,4045,4514,4527,4672,4819,4845,4851,4883,4930,5002,5016,5050,5051,5245,5308,5597,5718,5841,5887,5899,5951,5984,5990,6027,6080,6201,6202,6353,6383,6465,6516,6524,6537,6634,6779,6851,6921,6952,7002,7039,7102,7140,7209,7216,7260,7467,7709,7713,7740,7790,7814,7832,7889,7955,7997,8072,8106,8107,8171,8419,8600,8602,8607,8620,8638,8970,9122,9210,9217,9453,9501,9667,9735""","""1,72,107,396,483,667,803,1436,1553,2040,2204,2450,2544,3054,3094,3172,3264,3284,4244,4285,4326,4411,5121,5385,6068,6408,6466,6717,7037,7073,7094,7332,7487,7564,7581,7848,8876,9147,9287,9354,9387,9432,9477,9519,9848""",Abc12345@
142,Malriah,Female,32,102,40,"""239,270,509,518,546,555,557,642,677,967,1109,1186,1241,1344,1609,1688,1860,2001,2024,2075,2078,2178,2409,2452,2492,2570,2734,2808,3162,3398,3412,3599,3742,3874,3875,3902,3938,3976,4062,4308,4330,4332,4457,4533,4543,4790,4922,4930,5272,5682,5827,5881,5930,5964,6062,6275,6287,6403,6554,6557,6826,6851,6998,7019,7069,7115,7149,7197,7207,7247,7580,7715,7724,7833,7839,8054,8072,8164,8169,8547,8581,8597,8600,8603,8619,8722,8746,8757,9112,9132,9162,9206,9390,9481,9496,9608,9644,9695,9727,9790,9821,9848""","""44,422,942,969,998,1057,1126,1674,2333,2806,2975,3187,3468,3675,3757,3831,3991,4138,4335,4598,4945,5019,6470,6576,6820,7469,7528,7530,7637,7692,7738,8014,8062,8365,8735,8884,9105,9179,9291,9410""",Abc12345@
143,Norahs Girl,Male,48,11,5,"""457,663,857,1191,1442,2135,2548,6953,7390,8716,9580""","""3934,4136,4629,5422,8895""",Abc12345@
144,jibbajabba123,Male,54,2,2,"""482,3998""","""957,1406""",Abc12345@
145,Elizabeth Fullerton,Male,22,40,24,"""137,418,667,695,992,1001,1433,1451,2320,2485,2735,2783,3205,3241,3293,3341,3697,3954,4180,4681,4808,4871,5286,5293,5538,5598,5648,5992,6263,6372,6614,6811,7060,7109,7569,7870,7942,8115,9436,9650""","""216,315,340,375,434,532,1130,1364,1565,1986,2347,2486,3542,3656,4382,5076,5188,6090,6907,7651,8507,9026,9594,9794""",Abc12345@
146,sheila,Male,32,8,5,"""482,1247,1309,4481,5526,7241,8141,8721""","""436,2782,4251,4857,6980""",Abc12345@
147,marybeth,Male,41,3,6,"""441,2350,3714""","""31,1006,1220,1754,3023,4136""",Abc12345@
148,Miss Erin C.,Male,18,75,46,"""29,50,73,112,128,236,241,256,696,723,783,919,978,986,1197,1239,1346,1468,1704,2081,2121,2245,2452,2493,2693,2806,3092,3110,3134,3209,3312,3514,3851,4063,4096,4172,4492,4763,4860,4884,5186,5199,5465,5501,5503,5625,5921,5959,6065,6172,6381,6433,6643,6670,6749,7020,7079,7114,7426,7793,7809,7899,8168,8305,8403,8453,8492,8709,8740,8854,9187,9303,9670,9743,9791""","""268,308,613,702,816,1014,1148,1184,1241,1352,1389,1473,1577,1621,1738,1922,1957,2089,2446,2465,2928,3060,3824,3921,4251,4493,5098,5144,5387,5631,5714,5738,5940,6062,6124,6679,7382,7755,7808,8195,8703,8789,9130,9239,9274,9470""",Abc12345@
149,jean1,Female,18,3,4,"""4,441,1886""","""1012,1588,1783,5148""",Abc12345@
150,Charlotte J,Male,56,159,77,"""22,26,45,67,68,84,127,194,198,242,298,379,441,694,760,771,831,882,915,945,961,1025,1204,1205,1264,1381,1434,1479,1486,1509,1660,1732,1751,1792,1794,1808,1852,1926,1935,1942,1969,2121,2230,2242,2402,2449,2522,2544,2570,2841,2876,3110,3133,3251,3370,3395,3466,3496,3497,3586,3593,3847,3873,3916,3930,4008,4024,4044,4066,4094,4102,4130,4323,4410,4591,4658,4691,4775,4786,5039,5125,5172,5273,5346,5404,5457,5461,5561,5562,5621,5662,5781,6045,6060,6071,6282,6323,6366,6394,6410,6468,6509,6703,6790,6848,7138,7272,7273,7350,7371,7392,7490,7539,7549,7571,7594,7638,7640,7687,7690,7866,8029,8072,8149,8187,8189,8202,8289,8308,8441,8578,8601,8719,8773,8779,8855,8867,8879,8881,8882,8930,8942,8976,9040,9056,9168,9181,9241,9259,9283,9450,9457,9529,9604,9693,9700,9723,9725,9788""","""52,186,508,592,866,886,909,926,954,1463,1519,1608,1623,1702,1754,1858,1982,1995,2386,2496,2733,2799,3014,3240,3313,3407,3524,3563,3584,3609,3648,3699,3929,3969,4043,4560,4652,4704,4917,4955,5132,5236,5287,5317,5512,5550,5665,5771,5988,6157,6409,6453,6591,6623,6902,6967,7116,7123,7318,7419,7426,7454,7463,7636,7791,7867,7947,8047,8098,8121,8269,8419,8574,8643,8713,9175,9701""",Abc12345@
151,LuvBug412,Male,49,0,4,,"""186,298,640,3071""",Abc12345@
152,najwa,Male,57,74,34,"""71,241,256,422,571,575,946,1079,1118,1241,1249,1280,1438,1532,1621,1856,1879,1911,2085,2282,2313,2331,2397,2439,2618,3156,3267,3817,3838,3961,4007,4029,4067,4446,4486,4566,4579,4696,4713,4880,5112,5150,5372,5402,5739,5935,6010,6051,6090,6178,6411,6577,7015,7471,7614,7692,7725,7743,8258,8400,8770,8874,8918,8969,9108,9240,9303,9424,9440,9612,9667,9702,9766,9806""","""189,441,446,728,1069,1151,1186,1369,1451,1847,2019,2031,2425,2541,2562,2647,2861,3076,3631,3688,5462,5579,5732,5939,6322,7743,8252,8570,8756,8952,9159,9283,9324,9749""",Abc12345@
153,chickpea,Male,38,2,6,"""1091,1211""","""390,441,640,910,1092,3016""",Abc12345@
154,Tiffanee,Female,51,6,4,"""261,992,1241,1410,4792,8208""","""67,820,1964,2414""",Abc12345@
155,Dawn399,Female,37,83,44,"""2,67,77,186,256,296,313,329,404,461,640,841,883,1022,1279,1346,1376,1475,1527,1625,1737,1751,1805,1822,2045,2051,2074,2334,2448,2559,2614,2854,3015,3281,3326,3357,3430,3572,3585,3978,4318,4447,4500,4779,4958,4975,5019,5390,5452,5557,5659,5718,5913,6036,6121,6163,6172,6234,6342,6547,6675,6814,6859,7078,7392,7681,7690,7821,7932,8005,8164,8207,8351,8427,8476,8680,8991,9046,9097,9204,9409,9609,9799""","""186,256,617,621,666,719,780,1037,1447,2007,2092,2126,2475,2661,2865,2945,3060,3260,3734,4041,4229,4281,4610,5134,5267,5297,5348,6139,6205,6988,7039,7068,7156,7186,7315,7527,8083,8304,8449,8654,8951,9025,9286,9481""",Abc12345@
